41
 simulation time
 STEAM DOME PRESSURE
 REACTOR POWER
 RECIRCULATION FLOW
 FINE COLLAPSED LEVEL OF REACTOR VESSEL
 COARSE COLLAPSED LEVEL OF REACTOR VESSEL
 FEEDWATER FLOW
 STEAM FLOW
 FLOW OF SYSTEM 314
 FLOW OF SYSTEM 323
 FLOW OF SYSTEM 327
 PRIMARY STEAM LINE BREAK FLOW
 SECONDARY STEAM LINE BREAK FLOW
 DRYWELL PRESSURE
 WETWELL PRESSURE
 ROTATION SPEED OF RECIRCULATION PUMP
 TOTAL STEAM LINE BREAK FLOW
 GAS TEMPERATURE OF DRYWELL
 GAS TEMPERATURE OF WETWELL
 LIQUID TEMPERATURE OF WETWELL
 MASS OF COOLANT IN REACTOR VESSEL
 INTEGRATED STEAM LINE BREAK FLOW
 INTEGRATED ENTHALPY OF STEAM LINE BREAK FLOW
 LEVEL OF REACTOR VESSEL MEASURED FROM DC AND
 MASS FLOW OF RECIRCULATION PUMPS
 SPECIFIC ENTHALPY OF STEAM LINE BREAK FLOW
 FLOW OF SYSTEM 322
 ROTATION SPEED OF MOTOR OF RECIRCULATION PUMP
 WATER LEVEL OF WETWELL
 MASS FLOW OF LAST PIPE IN SYSTEM 314
 MASS FLOW OF VENT PIPES
 SPRAY MASS FLOW TO DRYWELL
 TEMPERATURE OF SPRAY GOING TO DRYWELL
 SPRAY MASS FLOW TO WETWELL
 TEMPERATURE OF SPRAY GOING TO WETWELL
 SIMULATION TIME STEP
 NUMBER OF ITERATIONS
 NUMBER OF ITERATIONS BY SIX-EQUATION MODEL
 INTEGRATED MASS ERROR OF LIQUID
 INTEGRATED MASS ERROR OF STEAM
 INTEGRATED MASS ERROR OF NONCONDENSABLE GAS
    40.50000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.25        97557.15        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777446E-01   0.1029474E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1264223       -2.333423      -0.4658467E-11
    40.60000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.25        97557.15        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792775E-01   0.3236105E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1342163       -2.333423      -0.4657759E-11
    40.70000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.25        97557.16        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777460E-01   0.1036576E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1264385       -2.333422      -0.4657898E-11
    40.80000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.24        97557.16        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792768E-01   0.3214609E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1342324       -2.333422      -0.4657870E-11
    40.90000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.24        97557.16        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777470E-01   0.1043718E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1264546       -2.333422      -0.4656288E-11
    41.00000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.24        97557.17        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792751E-01   0.3193355E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1342486       -2.333422      -0.4656774E-11
    41.10000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.24        97557.17        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777493E-01   0.1051115E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1264707       -2.333422      -0.4656912E-11
    41.20000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.18        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792733E-01   0.3171709E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1342647       -2.333422      -0.4657967E-11
    41.30000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.19        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777506E-01   0.1058622E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1264869       -2.333422      -0.4658841E-11
    41.40000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.19        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792725E-01   0.3149898E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1342807       -2.333422      -0.4659022E-11
    41.50000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.20        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777516E-01   0.1066180E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1265029       -2.333422      -0.4658508E-11
    41.60000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.20        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792711E-01   0.3128312E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1342968       -2.333422      -0.4659799E-11
    41.70000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.20        1273.127        0.000000        316.7645        293.2754        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777538E-01   0.1074003E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1265189       -2.333422      -0.4660215E-11
    41.80000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.21        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792690E-01   0.3106358E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1343126       -2.333422      -0.4661367E-11
    41.90000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.21        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777552E-01   0.1081946E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1265349       -2.333422      -0.4662852E-11
    42.00000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.23        97557.22        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792683E-01   0.3084238E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1343287       -2.333421      -0.4663088E-11
    42.10000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.22        97557.23        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777563E-01   0.1089955E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1265509       -2.333421      -0.4661700E-11
    42.20000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.22        97557.23        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792668E-01   0.3062329E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1343445       -2.333421      -0.4660437E-11
    42.30000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.22        97557.23        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777585E-01   0.1098237E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1265665       -2.333421      -0.4660174E-11
    42.40000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.22        97557.24        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792647E-01   0.3040075E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1343604       -2.333421      -0.4661367E-11
    42.50000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.21        97557.24        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777600E-01   0.1106650E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1265826       -2.333421      -0.4661770E-11
    42.60000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.21        97557.25        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792640E-01   0.3017659E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1343763       -2.333421      -0.4661908E-11
    42.70000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.21        97557.25        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777610E-01   0.1115142E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1265982       -2.333421      -0.4662200E-11
    42.80000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.21        97557.26        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792626E-01   0.2995439E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1343919       -2.333421      -0.4663435E-11
    42.90000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.27        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777631E-01   0.1123917E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1266139       -2.333421      -0.4664781E-11
    43.00000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.27        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792605E-01   0.2972903E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1344074       -2.333421      -0.4665739E-11
    43.10000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.27        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777646E-01   0.1132835E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1266294       -2.333421      -0.4666446E-11
    43.20000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.27        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792597E-01   0.2950208E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1344230       -2.333421      -0.4665864E-11
    43.30000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.28        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777657E-01   0.1141846E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1266449       -2.333420      -0.4666086E-11
    43.40000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.29        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792582E-01   0.2927702E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1344384       -2.333420      -0.4666530E-11
    43.50000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.29        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777679E-01   0.1151150E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1266602       -2.333420      -0.4668306E-11
    43.60000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.30        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792562E-01   0.2904906E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1344536       -2.333420      -0.4668514E-11
    43.70000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.20        97557.30        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777694E-01   0.1160607E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1266754       -2.333420      -0.4668389E-11
    43.80000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.19        97557.30        1273.127        0.000000        316.7645        293.2755        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792554E-01   0.2881962E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1344687       -2.333420      -0.4669569E-11
    43.90000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.19        97557.31        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777704E-01   0.1170171E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1266904       -2.333420      -0.4669125E-11
    44.00000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.19        97557.31        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792539E-01   0.2859201E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1344838       -2.333420      -0.4668764E-11
    44.10000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.19        97557.32        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777726E-01   0.1180038E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1267055       -2.333420      -0.4669444E-11
    44.20000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.18        97557.32        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792519E-01   0.2836183E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1344989       -2.333419      -0.4670596E-11
    44.30000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.18        97557.33        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777741E-01   0.1190068E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1267204       -2.333419      -0.4671331E-11
    44.40000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.18        97557.34        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792511E-01   0.2813029E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1345137       -2.333419      -0.4670832E-11
    44.50000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.18        97557.34        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777751E-01   0.1200219E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1267354       -2.333419      -0.4671082E-11
    44.60000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.18        97557.34        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792496E-01   0.2790058E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1345287       -2.333419      -0.4671345E-11
    44.70000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.17        97557.34        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777774E-01   0.1210680E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1267504       -2.333419      -0.4673163E-11
    44.80000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.17        97557.35        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792476E-01   0.2766868E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1345438       -2.333419      -0.4672428E-11
    44.90000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.17        97557.35        1273.127        0.000000        316.7645        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777789E-01   0.1221312E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1267653       -2.333418      -0.4672733E-11
    45.00000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.17        97557.36        1273.127        0.000000        316.7644        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792466E-01   0.2743559E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1345587       -2.333418      -0.4673746E-11
    45.10000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.17        97557.37        1273.127        0.000000        316.7644        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777800E-01   0.1232077E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1267803       -2.333418      -0.4674426E-11
    45.20000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.37        1273.127        0.000000        316.7644        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792451E-01   0.2720441E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1345737       -2.333418      -0.4674676E-11
    45.30000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.38        1273.127        0.000000        316.7644        293.2756        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777822E-01   0.1243160E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1267953       -2.333418      -0.4675536E-11
    45.40000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.38        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792432E-01   0.2697143E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1345885       -2.333418      -0.4676119E-11
    45.50000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.38        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777836E-01   0.1254418E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1268102       -2.333418      -0.4676050E-11
    45.60000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.38        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699      -0.7792424E-01   0.2673752E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1346035       -2.333418      -0.4676480E-11
    45.70000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.39        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787699       0.7777847E-01   0.1265819E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1268252       -2.333418      -0.4677479E-11
    45.80000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.40        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787699      -0.7792407E-01   0.2650566E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1346184       -2.333418      -0.4679450E-11
    45.90000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.40        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.679        0.000000        0.000000        24.16481        8.787699       0.7777870E-01   0.1277539E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1268401       -2.333418      -0.4678812E-11
    46.00000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.16        97557.41        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787699      -0.7792388E-01   0.2627247E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1346335       -2.333417      -0.4680421E-11
    46.10000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.15        97557.41        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787699       0.7777885E-01   0.1289438E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1268553       -2.333417      -0.4681351E-11
    46.20000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.15        97557.41        1273.127        0.000000        316.7644        293.2757        293.4326        0.000000        0.000000        0.000000        4.302569        7678.678        0.000000        0.000000        24.16481        8.787699      -0.7792379E-01   0.2603869E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1346487       -2.333417      -0.4682101E-11
