41
 simulation time
 STEAM DOME PRESSURE
 REACTOR POWER
 RECIRCULATION FLOW
 FINE COLLAPSED LEVEL OF REACTOR VESSEL
 COARSE COLLAPSED LEVEL OF REACTOR VESSEL
 FEEDWATER FLOW
 STEAM FLOW
 FLOW OF SYSTEM 314
 FLOW OF SYSTEM 323
 FLOW OF SYSTEM 327
 PRIMARY STEAM LINE BREAK FLOW
 SECONDARY STEAM LINE BREAK FLOW
 DRYWELL PRESSURE
 WETWELL PRESSURE
 ROTATION SPEED OF RECIRCULATION PUMP
 TOTAL STEAM LINE BREAK FLOW
 GAS TEMPERATURE OF DRYWELL
 GAS TEMPERATURE OF WETWELL
 LIQUID TEMPERATURE OF WETWELL
 MASS OF COOLANT IN REACTOR VESSEL
 INTEGRATED STEAM LINE BREAK FLOW
 INTEGRATED ENTHALPY OF STEAM LINE BREAK FLOW
 LEVEL OF REACTOR VESSEL MEASURED FROM DC AND
 MASS FLOW OF RECIRCULATION PUMPS
 SPECIFIC ENTHALPY OF STEAM LINE BREAK FLOW
 FLOW OF SYSTEM 322
 ROTATION SPEED OF MOTOR OF RECIRCULATION PUMP
 WATER LEVEL OF WETWELL
 MASS FLOW OF LAST PIPE IN SYSTEM 314
 MASS FLOW OF VENT PIPES
 SPRAY MASS FLOW TO DRYWELL
 TEMPERATURE OF SPRAY GOING TO DRYWELL
 SPRAY MASS FLOW TO WETWELL
 TEMPERATURE OF SPRAY GOING TO WETWELL
 SIMULATION TIME STEP
 NUMBER OF ITERATIONS
 NUMBER OF ITERATIONS BY SIX-EQUATION MODEL
 INTEGRATED MASS ERROR OF LIQUID
 INTEGRATED MASS ERROR OF STEAM
 INTEGRATED MASS ERROR OF NONCONDENSABLE GAS
    13.70000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.02        97555.44        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704       0.7775527E-01   0.5987549E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1240468       -2.333449      -0.4564015E-11
    13.80000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.01        97555.45        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787704      -0.7794517E-01   0.5411722E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1318422       -2.333449      -0.4564403E-11
    13.90000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.01        97555.45        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775535E-01   0.6002010E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1240660       -2.333449      -0.4563085E-11
    14.00000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.00        97555.46        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794504E-01   0.5399791E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1318613       -2.333449      -0.4562988E-11
    14.10000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97380.00        97555.47        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775554E-01   0.6019153E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1240853       -2.333449      -0.4564181E-11
    14.20000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.99        97555.48        1273.127        0.000000        316.7652        293.2733        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794486E-01   0.5385573E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1318806       -2.333448      -0.4563959E-11
    14.30000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.99        97555.48        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775567E-01   0.6034783E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1241044       -2.333448      -0.4563779E-11
    14.40000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.98        97555.49        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794480E-01   0.5372650E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1318999       -2.333448      -0.4564001E-11
    14.50000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.98        97555.50        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775576E-01   0.6049570E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1241237       -2.333448      -0.4565111E-11
    14.60000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.98        97555.51        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794467E-01   0.5360616E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1319190       -2.333448      -0.4566374E-11
    14.70000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.98        97555.52        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775596E-01   0.6067023E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1241428       -2.333448      -0.4567914E-11
    14.80000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.98        97555.52        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794449E-01   0.5346348E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1319382       -2.333447      -0.4567623E-11
    14.90000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.97        97555.53        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775608E-01   0.6083038E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1241620       -2.333447      -0.4567651E-11
    15.00000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.97        97555.54        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794442E-01   0.5333289E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1319574       -2.333447      -0.4568053E-11
    15.10000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.96        97555.55        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775617E-01   0.6098165E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1241810       -2.333447      -0.4568539E-11
    15.20000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.96        97555.55        1273.127        0.000000        316.7652        293.2734        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794429E-01   0.5321149E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1319764       -2.333447      -0.4569316E-11
    15.30000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.95        97555.56        1273.127        0.000000        316.7652        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775637E-01   0.6115940E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1242003       -2.333447      -0.4569316E-11
    15.40000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.95        97555.57        1273.127        0.000000        316.7652        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794412E-01   0.5306829E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1319956       -2.333447      -0.4570037E-11
    15.50000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.95        97555.58        1273.127        0.000000        316.7652        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775649E-01   0.6132352E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1242194       -2.333447      -0.4570829E-11
    15.60000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.95        97555.59        1273.127        0.000000        316.7652        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794406E-01   0.5293635E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1320148       -2.333447      -0.4570870E-11
    15.70000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.94        97555.59        1273.127        0.000000        316.7652        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775658E-01   0.6147835E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1242387       -2.333447      -0.4571106E-11
    15.80000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.94        97555.60        1273.127        0.000000        316.7652        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794393E-01   0.5281384E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1320340       -2.333447      -0.4571453E-11
    15.90000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.94        97555.61        1273.127        0.000000        316.7652        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775678E-01   0.6165946E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1242578       -2.333447      -0.4571509E-11
    16.00000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.93        97555.62        1273.127        0.000000        316.7652        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794375E-01   0.5267009E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1320532       -2.333447      -0.4572397E-11
    16.10000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.93        97555.62        1273.127        0.000000        316.7651        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775690E-01   0.6182764E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1242771       -2.333446      -0.4572966E-11
    16.20000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.92        97555.63        1273.127        0.000000        316.7651        293.2735        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794369E-01   0.5253680E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1320724       -2.333446      -0.4573937E-11
    16.30000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.92        97555.64        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775699E-01   0.6198621E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1242962       -2.333446      -0.4574131E-11
    16.40000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.91        97555.65        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794354E-01   0.5241313E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1320917       -2.333446      -0.4573784E-11
    16.50000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.91        97555.65        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775720E-01   0.6217081E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1243155       -2.333446      -0.4573868E-11
    16.60000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.91        97555.66        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794337E-01   0.5226881E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1321108       -2.333446      -0.4574881E-11
    16.70000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.91        97555.66        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775732E-01   0.6234319E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1243347       -2.333446      -0.4574992E-11
    16.80000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.91        97555.67        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794332E-01   0.5213416E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1321300       -2.333446      -0.4575436E-11
    16.90000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.90        97555.68        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775740E-01   0.6250565E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1243539       -2.333446      -0.4576449E-11
    17.00000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.90        97555.69        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794318E-01   0.5200930E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1321494       -2.333446      -0.4576130E-11
    17.10000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.89        97555.70        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775760E-01   0.6269390E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1243732       -2.333445      -0.4577351E-11
    17.20000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.89        97555.70        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794300E-01   0.5186436E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1321685       -2.333445      -0.4577740E-11
    17.30000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.88        97555.71        1273.127        0.000000        316.7651        293.2736        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775773E-01   0.6287062E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1243924       -2.333445      -0.4577643E-11
    17.40000        7.000000        1.020000        7678.679        4.302570        4.302570        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.88        97555.72        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794295E-01   0.5172838E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1321877       -2.333445      -0.4577670E-11
    17.50000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.88        97555.73        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775781E-01   0.6303714E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1244114       -2.333445      -0.4578392E-11
    17.60000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.88        97555.73        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794281E-01   0.5160227E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1322068       -2.333445      -0.4579891E-11
    17.70000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.88        97555.74        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775802E-01   0.6322919E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1244306       -2.333445      -0.4580043E-11
    17.80000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.87        97555.75        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794262E-01   0.5145668E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1322259       -2.333445      -0.4580654E-11
    17.90000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.87        97555.76        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775816E-01   0.6341039E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1244497       -2.333445      -0.4580848E-11
    18.00000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.86        97555.77        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794257E-01   0.5131935E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1322451       -2.333445      -0.4581750E-11
    18.10000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.86        97555.77        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775823E-01   0.6358118E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1244689       -2.333445      -0.4582763E-11
    18.20000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.85        97555.77        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794244E-01   0.5119197E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1322641       -2.333445      -0.4582652E-11
    18.30000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.85        97555.78        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775843E-01   0.6377719E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1244877       -2.333444      -0.4583069E-11
    18.40000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.84        97555.79        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794226E-01   0.5104570E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1322830       -2.333444      -0.4583804E-11
    18.50000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.84        97555.80        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775856E-01   0.6396302E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1245067       -2.333444      -0.4584554E-11
    18.60000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.84        97555.80        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794220E-01   0.5090702E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1323019       -2.333444      -0.4584803E-11
    18.70000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.84        97555.81        1273.127        0.000000        316.7651        293.2737        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775865E-01   0.6413824E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1245254       -2.333444      -0.4585386E-11
    18.80000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.84        97555.82        1273.127        0.000000        316.7651        293.2738        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794207E-01   0.5077831E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1323205       -2.333444      -0.4585761E-11
    18.90000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.83        97555.83        1273.127        0.000000        316.7651        293.2738        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775885E-01   0.6433842E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1245440       -2.333444      -0.4586732E-11
    19.00000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.83        97555.84        1273.127        0.000000        316.7650        293.2738        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794189E-01   0.5063132E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1323391       -2.333443      -0.4586163E-11
    19.10000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.82        97555.84        1273.127        0.000000        316.7650        293.2738        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775898E-01   0.6452902E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1245626       -2.333443      -0.4585775E-11
    19.20000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.82        97555.85        1273.127        0.000000        316.7650        293.2738        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794181E-01   0.5049128E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1323578       -2.333443      -0.4585275E-11
    19.30000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.82        97555.86        1273.127        0.000000        316.7650        293.2738        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703       0.7775907E-01   0.6470889E-10    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1245813       -2.333443      -0.4587440E-11
    19.40000        7.000000        1.020000        7678.679        4.302569        4.302569        1310.363        1310.363        0.000000        0.000000        0.000000        0.000000        0.000000        97379.81        97555.86        1273.127        0.000000        316.7650        293.2738        293.4326        0.000000        0.000000        0.000000        4.302570        7678.679        0.000000        0.000000        24.16481        8.787703      -0.7794169E-01   0.5036122E-09    0.000000        273.1600        0.000000        273.1600       0.1000000        7.000000        3.000000      -0.1323763       -2.333443      -0.4587440E-11
